lineh,147.653046
ty_step,0.433449
lineh,147.007370
ty_step,0.435352
lineh,146.366241
ty_step,0.437259
lineh,145.729599
ty_step,0.439170
lineh,145.097427
ty_step,0.441083
lineh,144.469681
ty_step,0.443000
lineh,143.846313
ty_step,0.444919
lineh,143.227310
ty_step,0.446842
lineh,142.612625
ty_step,0.448768
lineh,142.473877
ty_step,0.449205
lineh,141.864639
ty_step,0.451134
lineh,141.259628
ty_step,0.453066
lineh,140.658844
ty_step,0.455002
lineh,140.062225
ty_step,0.456940
lineh,139.469757
ty_step,0.458881
lineh,138.881393
ty_step,0.460825
lineh,138.297089
ty_step,0.462772
lineh,137.716843
ty_step,0.464722
lineh,137.140594
ty_step,0.466674
lineh,136.568329
ty_step,0.468630
lineh,136.000000
ty_step,0.470588
lineh,135.435593
ty_step,0.472549
lineh,134.875061
ty_step,0.474513
lineh,134.318375
ty_step,0.476480
lineh,133.765518
ty_step,0.478449
lineh,133.216446
ty_step,0.480421
lineh,132.671127
ty_step,0.482396
lineh,132.129547
ty_step,0.484373
lineh,131.174789
ty_step,0.487899
lineh,130.643219
ty_step,0.489884
lineh,130.115280
ty_step,0.491872
lineh,129.590912
ty_step,0.493862
lineh,129.070114
ty_step,0.495855
lineh,128.552841
ty_step,0.497850
lineh,128.039078
ty_step,0.499847
lineh,127.528778
ty_step,0.501848
lineh,127.021927
ty_step,0.503850
lineh,126.518494
ty_step,0.505855
lineh,125.629379
ty_step,0.509435
lineh,125.135139
ty_step,0.511447
lineh,124.644211
ty_step,0.513461
lineh,124.156578
ty_step,0.515478
lineh,123.672211
ty_step,0.517497
lineh,123.191078
ty_step,0.519518
lineh,122.340446
ty_step,0.523130
lineh,121.868019
ty_step,0.525158
lineh,121.398727
ty_step,0.527188
lineh,120.932556
ty_step,0.529221
lineh,120.107841
ty_step,0.532854
lineh,119.650047
ty_step,0.534893
lineh,119.195282
ty_step,0.536934
lineh,118.743515
ty_step,0.538977
lineh,117.943741
ty_step,0.542632
lineh,117.500038
ty_step,0.544681
lineh,117.059250
ty_step,0.546732
lineh,116.621353
ty_step,0.548785
lineh,115.845589
ty_step,0.552460
lineh,115.415451
ty_step,0.554518
lineh,114.988121
ty_step,0.556579
lineh,114.230713
ty_step,0.560270
lineh,113.810921
ty_step,0.562336
lineh,113.393845
ty_step,0.564405
lineh,112.654251
ty_step,0.568110
lineh,112.244492
ty_step,0.570184
lineh,111.837372
ty_step,0.572259
lineh,111.115074
ty_step,0.575979
lineh,110.715057
ty_step,0.578061
lineh,110.005150
ty_step,0.581791
lineh,109.612083
ty_step,0.583877
lineh,108.914307
ty_step,0.587618
lineh,108.528030
ty_step,0.589709
lineh,107.842125
ty_step,0.593460
lineh,107.462502
ty_step,0.595557
lineh,107.085289
ty_step,0.597654
lineh,106.415092
ty_step,0.601418
lineh,105.752151
ty_step,0.605189
lineh,105.385414
ty_step,0.607295
lineh,104.733582
ty_step,0.611074
lineh,104.373077
ty_step,0.613185
lineh,103.732132
ty_step,0.616974
lineh,103.377724
ty_step,0.619089
lineh,102.747421
ty_step,0.622887
lineh,85.186935
ty_step,0.751289
lineh,85.203377
ty_step,0.751144
lineh,85.144371
ty_step,0.751664
lineh,85.161041
ty_step,0.751517
lineh,85.177650
ty_step,0.751371
lineh,85.194191
ty_step,0.751225
lineh,85.210670
ty_step,0.751080
lineh,85.153152
ty_step,0.751587
lineh,85.169853
ty_step,0.751440
lineh,85.186470
ty_step,0.751293
lineh,85.203018
ty_step,0.751147
lineh,85.146690
ty_step,0.751644
lineh,85.163445
ty_step,0.751496
lineh,85.180115
ty_step,0.751349
lineh,85.196709
ty_step,0.751203
lineh,85.141571
ty_step,0.751689
lineh,85.158356
ty_step,0.751541
lineh,85.175056
ty_step,0.751394
lineh,85.191658
ty_step,0.751247
lineh,85.137711
ty_step,0.751723
lineh,85.154503
ty_step,0.751575
lineh,85.171204
ty_step,0.751428
lineh,85.187798
ty_step,0.751281
lineh,85.204292
ty_step,0.751136
lineh,85.151794
ty_step,0.751599
lineh,85.168472
ty_step,0.751452
lineh,85.185036
ty_step,0.751306
lineh,85.201492
ty_step,0.751161
lineh,85.150162
ty_step,0.751613
lineh,85.166779
ty_step,0.751467
lineh,85.183289
ty_step,0.751321
lineh,85.199684
ty_step,0.751176
lineh,85.149513
ty_step,0.751619
lineh,85.166061
ty_step,0.751473
lineh,85.116486
ty_step,0.751911
lineh,84.474274
ty_step,0.757627
lineh,84.034920
ty_step,0.761588
lineh,83.599724
ty_step,0.765553
lineh,83.168655
ty_step,0.769521
lineh,82.552872
ty_step,0.775261
lineh,82.131592
ty_step,0.779237
lineh,81.529724
ty_step,0.784990
lineh,81.117950
ty_step,0.788975
lineh,80.710007
ty_step,0.792962
lineh,80.127014
ty_step,0.798732
lineh,79.728165
ty_step,0.802728
lineh,79.158096
ty_step,0.808509
lineh,78.595467
ty_step,0.814296
lineh,78.210526
ty_step,0.818304
lineh,77.660202
ty_step,0.824103
lineh,77.283684
ty_step,0.828118
lineh,76.745293
ty_step,0.833927
lineh,76.213799
ty_step,0.839743
lineh,75.689064
ty_step,0.845565
lineh,75.330025
ty_step,0.849595
lineh,74.816475
ty_step,0.855427
lineh,74.309372
ty_step,0.861264
lineh,73.808617
ty_step,0.867107
lineh,73.314095
ty_step,0.872956
lineh,72.825699
ty_step,0.878811
lineh,72.343323
ty_step,0.884670
lineh,71.866859
ty_step,0.890536
lineh,71.396225
ty_step,0.896406
lineh,70.931305
ty_step,0.902281
lineh,70.472008
